Original Column,Source Dataset,Source File,Data Type,Baseline Role,Stage 02 Role,Provenance Status,Recovery Rationale
dst_bytes,Processed_Network_dataset,Network_dataset_5.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
conn_state,Processed_Network_dataset,Network_dataset_5.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
missed_bytes,Processed_Network_dataset,Network_dataset_5.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_pkts,Processed_Network_dataset,Network_dataset_5.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_ip_bytes,Processed_Network_dataset,Network_dataset_5.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dst_pkts,Processed_Network_dataset,Network_dataset_5.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_ip_bytes,Processed_Network_dataset,Network_dataset_5.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dns_query,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_qclass,Processed_Network_dataset,Network_dataset_5.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dns_qtype,Processed_Network_dataset,Network_dataset_5.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dns_rcode,Processed_Network_dataset,Network_dataset_5.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
dns_AA,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_RD,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_RA,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_rejected,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
ssl_version,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_cipher,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_resumed,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_established,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_subject,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_issuer,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_trans_depth,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_method,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_uri,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_referrer,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_version,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_request_body_len,Processed_Network_dataset,Network_dataset_5.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_response_body_len,Processed_Network_dataset,Network_dataset_5.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_status_code,Processed_Network_dataset,Network_dataset_5.csv,int64,Relationship Attribute,Relationship Attribute,OBSERVED,Maintained from Baseline V1 mapping
http_user_agent,Processed_Network_dataset,Network_dataset_5.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
http_orig_mime_types,Processed_Network_dataset,Network_dataset_5.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
http_resp_mime_types,Processed_Network_dataset,Network_dataset_5.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
weird_name,Processed_Network_dataset,Network_dataset_5.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
weird_addl,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
weird_notice,Processed_Network_dataset,Network_dataset_5.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
label,Processed_Network_dataset,Network_dataset_5.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
type,Processed_Network_dataset,Network_dataset_5.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
ts,Processed_Network_dataset,Network_dataset_6.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
uid,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
src_ip,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
src_port,Processed_Network_dataset,Network_dataset_6.csv,int64,Relationship Attribute,Relationship Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_ip,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dst_port,Processed_Network_dataset,Network_dataset_6.csv,int64,Relationship Attribute,Relationship Attribute,OBSERVED,Maintained from Baseline V1 mapping
proto,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
service,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
duration,Processed_Network_dataset,Network_dataset_6.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_bytes,Processed_Network_dataset,Network_dataset_6.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_bytes,Processed_Network_dataset,Network_dataset_6.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
conn_state,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
missed_bytes,Processed_Network_dataset,Network_dataset_6.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_pkts,Processed_Network_dataset,Network_dataset_6.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_ip_bytes,Processed_Network_dataset,Network_dataset_6.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dst_pkts,Processed_Network_dataset,Network_dataset_6.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_ip_bytes,Processed_Network_dataset,Network_dataset_6.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dns_query,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_qclass,Processed_Network_dataset,Network_dataset_6.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dns_qtype,Processed_Network_dataset,Network_dataset_6.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dns_rcode,Processed_Network_dataset,Network_dataset_6.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
dns_AA,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_RD,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_RA,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
dns_rejected,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Context Attribute,OBSERVED,Recovered as operational contextual attribute
ssl_version,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_cipher,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_resumed,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_established,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_subject,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
ssl_issuer,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_trans_depth,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_method,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_uri,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_referrer,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_version,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_request_body_len,Processed_Network_dataset,Network_dataset_6.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_response_body_len,Processed_Network_dataset,Network_dataset_6.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
http_status_code,Processed_Network_dataset,Network_dataset_6.csv,int64,Relationship Attribute,Relationship Attribute,OBSERVED,Maintained from Baseline V1 mapping
http_user_agent,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
http_orig_mime_types,Processed_Network_dataset,Network_dataset_6.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
http_resp_mime_types,Processed_Network_dataset,Network_dataset_6.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
weird_name,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
weird_addl,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
weird_notice,Processed_Network_dataset,Network_dataset_6.csv,str,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
label,Processed_Network_dataset,Network_dataset_6.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
type,Processed_Network_dataset,Network_dataset_6.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
ts,Processed_Network_dataset,Network_dataset_7.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_ip,Processed_Network_dataset,Network_dataset_7.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
src_port,Processed_Network_dataset,Network_dataset_7.csv,int64,Relationship Attribute,Relationship Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_ip,Processed_Network_dataset,Network_dataset_7.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dst_port,Processed_Network_dataset,Network_dataset_7.csv,int64,Relationship Attribute,Relationship Attribute,OBSERVED,Maintained from Baseline V1 mapping
proto,Processed_Network_dataset,Network_dataset_7.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
service,Processed_Network_dataset,Network_dataset_7.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
duration,Processed_Network_dataset,Network_dataset_7.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_bytes,Processed_Network_dataset,Network_dataset_7.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_bytes,Processed_Network_dataset,Network_dataset_7.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
conn_state,Processed_Network_dataset,Network_dataset_7.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
missed_bytes,Processed_Network_dataset,Network_dataset_7.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_pkts,Processed_Network_dataset,Network_dataset_7.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
src_ip_bytes,Processed_Network_dataset,Network_dataset_7.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
dst_pkts,Processed_Network_dataset,Network_dataset_7.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
dst_ip_bytes,Processed_Network_dataset,Network_dataset_7.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
